HPO ID	English term	Japanese term (expert)	Japanese term (Life Science Dictionary)	Japanese term (Mammalian Phenotype Japanese)	Japanese term (Google Translate)	Japanese term (Medical Dictionary)
HP:0000001	All	NA	全		すべて	
HP:0000002	Abnormality of body height	身長の異常	異常 OR 異常性 OR 奇形|身長		身長の異常	異常|身長
HP:0000003	Multicystic kidney dysplasia	多嚢胞腎異形成	多嚢胞腎 OR 多嚢胞性腎|異形成 OR 形成異常 OR 異形成症		多発性嚢胞腎異形成	多嚢胞性腎|異形成
HP:0000005	Mode of inheritance	NA	モード OR 型 OR 機序 OR 方法 OR 最頻値|遺伝 OR 遺産		継承モード	遺伝
HP:0000006	Autosomal dominant inheritance	NA	常染色体優性遺伝 OR 常染色体優性遺伝形式 OR 常染色体性優性遺伝 OR 常染色体性優性遺伝形式		常染色体優性遺伝	常染色体優性遺伝
HP:0000007	Autosomal recessive inheritance	NA	常染色体劣性遺伝 OR 常染色体性劣性遺伝 OR 常染色体劣性遺伝形式 OR 常染色体性劣性遺伝形式		常染色体劣性遺伝	常染色体劣性遺伝
HP:0000008	Abnormality of female internal genitalia	女性内性器異常	異常 OR 異常性 OR 奇形|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌|内生殖器		女性の内性器の異常	異常|雌性|内性器
HP:0000009	Functional abnormality of the bladder	膀胱機能異常	機能的 OR 機能性 OR 機能 OR 機能上 OR 官能基|異常 OR 異常性 OR 奇形|膀胱		膀胱の機能異常	機能異常|膀胱
HP:0000010	Recurrent urinary tract infections	反復性尿路感染症	反復性尿路感染症 OR 反復性尿路感染		再発性尿路感染症	再発性|尿路
HP:0000011	Neurogenic bladder	神経因性膀胱	神経因性膀胱 OR 過敏性膀胱 OR 過敏膀胱	過敏膀胱	神経因性膀胱	神経因性膀胱
HP:0000012	Urinary urgency	尿意切迫	尿意切迫 OR 尿意切迫感		尿意切迫感	尿意切迫
HP:0000013	Hypoplasia of the uterus	子宮低形成	発育不全 OR 形成不全 OR 低形成|子宮		子宮の形成不全	低形成|子宮
HP:0000014	Abnormality of the bladder	膀胱異常	異常 OR 異常性 OR 奇形|膀胱		膀胱の異常	異常|膀胱
HP:0000015	Bladder diverticulum	膀胱憩室	膀胱憩室		膀胱憩室	膀胱憩室
HP:0000016	Urinary retention	尿閉	尿閉		尿閉	尿閉
HP:0000017	Nocturia	夜尿	夜間多尿		夜間頻尿	夜間頻尿症
HP:0000019	Urinary hesitancy	排尿躊躇	尿 OR 尿中 OR 泌尿器|躊躇 OR 排尿躊躇		尿路he	尿の
HP:0000020	Urinary incontinence	遺尿	尿失禁	尿失禁	尿失禁	尿失禁
HP:0000021	Megacystis	巨大膀胱			メガシスティス	巨大膀胱
HP:0000022	Abnormality of male internal genitalia	男性内性器異常	異常 OR 異常性 OR 奇形|雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス|内生殖器		男性の内性器の異常	異常|男性|内性器
HP:0000023	Inguinal hernia	鼠径ヘルニア	鼠径ヘルニア	鼠径ヘルニア	 gu径ヘルニア	鼠径ヘルニア
HP:0000024	Prostatitis	前立腺炎	前立腺炎		前立腺炎	前立腺炎
HP:0000025	Functional abnormality of male internal genitalia	男性内性器の機能異常	機能的 OR 機能性 OR 機能 OR 機能上 OR 官能基|異常 OR 異常性 OR 奇形|雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス|内生殖器		男性の内性器の機能異常	機能異常|男性|内性器
HP:0000026	Male hypogonadism	男性性腺機能低下症	雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス|性腺機能低下症		男性性腺機能低下症	男性|性腺機能低下
HP:0000027	Azoospermia	無精子症	無精子症	無精子症	無精子症	無精子症
HP:0000028	Cryptorchidism	停留精巣	停留精巣		停留精巣	潜伏精巣
HP:0000029	Testicular atrophy	精巣萎縮	精巣萎縮症 OR 精巣萎縮	精巣萎縮症	精巣萎縮	精巣萎縮
HP:0000030	Testicular gonadoblastoma	精巣性腺芽細胞腫	精巣 OR 睾丸|性腺芽腫		精巣性腺芽腫	精巣の|性腺芽腫
HP:0000031	Epididymitis	精巣上体炎	精巣上体炎		精巣上体炎	精巣上体炎
HP:0000032	Abnormality of male external genitalia	男性外性器異常	異常 OR 異常性 OR 奇形|雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス|外性器 OR 外陰部 OR 外生殖器		男性の外性器の異常	異常|男性|外性器
HP:0000033	Ambiguous genitalia, male	"性別不明の外性器, 男性"	外性器異常|雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス		曖昧な性器、男性	判別不明性器|男性
HP:0000034	Hydrocele testis	陰嚢水腫	陰嚢水瘤	睾丸瘤	水cel精巣	陰嚢水瘤
HP:0000035	Abnormal testis morphology	精巣異常	異常 OR 異常性|精巣|形態学 OR 形態	精巣の形態異常	精巣の形態異常	奇形の|精巣|形態学
HP:0000036	Abnormality of the penis	陰茎異常	異常 OR 異常性 OR 奇形|陰茎		ペニスの異常	異常|陰茎
HP:0000037	Male pseudohermaphroditism	男性仮性半陰陽	男性仮性半陰陽	雄性偽雌雄同体	男性の偽半陰陽	男性仮性半陰陽
HP:0000039	Epispadias	尿道上裂	尿道上裂	尿道上裂	尿道下裂	尿道上裂
HP:0000040	Long penis	陰茎拡大	長い OR 長期 OR 長く OR 久しく OR 望む OR 切望|陰茎		長いペニス	陰茎
HP:0000041	Chordee	尿道索	陰茎索 OR 尿道索	性病索（尿道索）	コーディ	尿道索
HP:0000042	Absent external genitalia	外性器欠損	非存在 OR 欠く OR 欠席|外性器 OR 外陰部 OR 外生殖器		外性器がない	外性器
HP:0000044	Hypogonadotrophic hypogonadism	低ゴナドトロピン性性腺機能低下症	性腺機能低下症		性腺機能低下性性腺機能低下症	性腺機能低下
HP:0000045	Abnormality of the scrotum	陰嚢異常	異常 OR 異常性 OR 奇形|陰嚢		陰嚢の異常	異常|陰嚢
HP:0000046	Scrotal hypoplasia	陰嚢低形成	陰嚢|発育不全 OR 形成不全 OR 低形成		陰嚢形成不全	陰嚢の|低形成
HP:0000047	Hypospadias	尿道下裂	尿道下裂	尿道下裂	尿道下裂	尿道下裂
HP:0000048	Bifid scrotum	二分陰嚢	二分|陰嚢	陰嚢の二分	二分陰嚢	二分陰嚢
HP:0000049	Shawl scrotum	襟巻陰嚢	陰嚢		ショール陰嚢	襟巻き状陰嚢
HP:0000050	Hypoplastic male external genitalia	男性外性器低形成	低形成 OR 再生不良性|雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス|外性器 OR 外陰部 OR 外生殖器		形成不全の男性外性器	発育不全の|男性|外性器
HP:0000051	Perineal hypospadias	会陰尿道下裂	会陰|尿道下裂	尿道下裂	会陰尿道下裂	会陰部尿道下裂
HP:0000052	Urethral atresia, male	"尿道閉鎖, 男性"	尿道閉鎖症 OR 尿道閉鎖|雄性 OR 男 OR 男性 OR 男子 OR 雄 OR オス		尿道閉鎖症、男性	尿道閉鎖|男性
HP:0000053	Macroorchidism	巨大精巣	巨精巣症 OR 巨睾丸症		大精巣症	
HP:0000054	Micropenis	小陰茎	小陰茎		マイクロペニス	小陰茎
HP:0000055	Abnormality of female external genitalia	女性外性器異常	異常 OR 異常性 OR 奇形|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌|外性器 OR 外陰部 OR 外生殖器		女性の外性器の異常	異常|雌性|外性器
HP:0000056	Abnormality of the clitoris	陰核異常	異常 OR 異常性 OR 奇形|陰核		クリトリスの異常	異常|陰核
HP:0000057	obsolete Clitoromegaly	巨大陰核	陳旧性|陰核肥大	退化	時代遅れのクリトロメガリー	陰核肥大
HP:0000058	Abnormality of the labia	陰唇異常	異常 OR 異常性 OR 奇形		陰唇の異常	異常
HP:0000059	Hypoplastic labia majora	大陰唇低形成	低形成 OR 再生不良性		低形成大陰唇	発育不全の|大陰唇
HP:0000060	Clitoral hypoplasia	陰核低形成	陰核 OR クリトリス|発育不全 OR 形成不全 OR 低形成		陰核形成不全	陰核の|低形成
HP:0000061	Ambiguous genitalia, female	"性別不明の外性器, 女性"	外性器異常|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌		曖昧な性器、女性	判別不明性器|雌性
HP:0000062	Ambiguous genitalia	性別不明の外性器	外性器異常		曖昧な性器	判別不明性器
HP:0000063	Fused labia minora	小陰唇癒合			溶けた小陰唇	小陰唇
HP:0000064	Hypoplastic labia minora	小陰唇低形成	低形成 OR 再生不良性		形成不全の小陰唇	発育不全の|小陰唇
HP:0000065	Labial hypertrophy	陰唇肥大	口唇 OR 陰唇|肥大		口唇肥大	肥厚
HP:0000066	Labial hypoplasia	陰唇低形成	口唇 OR 陰唇|発育不全 OR 形成不全 OR 低形成		唇形成不全	低形成
HP:0000067	Urethral atresia, female	"尿道閉鎖, 女性"	尿道閉鎖症 OR 尿道閉鎖|雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌		尿道閉鎖、女性	尿道閉鎖|雌性
HP:0000068	Urethral atresia	尿道閉鎖	尿道閉鎖症 OR 尿道閉鎖		尿道閉鎖	尿道閉鎖
HP:0000069	Abnormality of the ureter	尿管異常	異常 OR 異常性 OR 奇形|尿管		尿管の異常	異常|尿管
HP:0000070	Ureterocele	尿管瘤	尿管瘤		尿管瘤	尿管瘤
HP:0000071	Ureteral stenosis	尿管狭窄	尿管狭窄 OR 尿管狭窄症		尿管狭窄	尿管狭窄
HP:0000072	Hydroureter	水尿管症	水尿管 OR 水尿管症	水尿管	ハイドロウレター	水尿管
HP:0000073	Ureteral duplication	尿管重複	尿管|重複 OR 複製		尿管重複	重複尿管
HP:0000074	Ureteropelvic junction obstruction	尿管腎盂接合部閉塞	腎盂尿管移行部閉塞	腎盂尿管移行部の閉塞	尿管骨盤接合部閉塞	腎盂尿管移行部通過障害
HP:0000075	Renal duplication	腎重複	腎臓 OR 腎性 OR 腎|重複 OR 複製		腎複製	腎臓の|重複
HP:0000076	Vesicoureteral reflux	膀胱尿管逆流	膀胱尿管逆流 OR 膀胱尿管逆流症 OR 膀胱尿管逆流現象	膀胱尿管逆流	膀胱尿管逆流	膀胱尿管逆流
HP:0000077	Abnormality of the kidney	腎異常	異常 OR 異常性 OR 奇形|腎臓		腎臓の異常	異常|腎臓
HP:0000078	Abnormality of the genital system	性器異常	異常 OR 異常性 OR 奇形|生殖 OR 性器 OR 生殖器 OR 陰部|系 OR システム OR 体系 OR 体制 OR 方式 OR 制度		生殖器系の異常	異常|性器
HP:0000079	Abnormality of the urinary system	尿路異常	異常 OR 異常性 OR 奇形|泌尿器系 OR 尿路系 OR 尿路		尿路系の異常	異常|尿路系
HP:0000080	Abnormality of reproductive system physiology	性的生理異常	異常 OR 異常性 OR 奇形|生殖器系|生理学 OR 生理 OR 生理機能	生理	生殖系生理学の異常	異常|生殖器系|生理学
HP:0000081	Duplicated collecting system	集合管重複	系 OR システム OR 体系 OR 体制 OR 方式 OR 制度		重複収集システム	集尿系
HP:0000083	Renal insufficiency	腎不全	腎機能不全		腎不全	腎不全
HP:0000085	Horseshoe kidney	馬蹄腎	馬蹄腎 OR 馬蹄鉄腎		ホースシュー腎臓	馬蹄腎
HP:0000086	Ectopic kidney	異所性腎	異所性腎	異所性の腎臓	異所性腎臓	異所性腎
HP:0000089	Renal hypoplasia	腎低形成	腎低形成 OR 腎発育不全	腎臓発育不全	腎形成不全	腎発育不全
HP:0000090	Nephronophthisis	ネフロン癆	ネフロン癆 OR 腎癆		 Nephronophthisis	髄質性嚢胞腎
HP:0000091	Abnormal renal tubule morphology	腎尿細管異常	異常 OR 異常性|尿細管 OR 腎尿細管|形態学 OR 形態	腎尿細管の形態異常	腎尿細管の形態異常	奇形の|尿細管|形態学
HP:0000092	Tubular atrophy	尿細管萎縮	尿細管萎縮		尿細管萎縮	尿細管萎縮
HP:0000093	Proteinuria	蛋白尿	蛋白尿		タンパク尿	タンパク尿
HP:0000095	Abnormality of renal glomerulus morphology	糸球体異常	異常 OR 異常性 OR 奇形|腎糸球体|形態学 OR 形態	形態	腎糸球体形態の異常	異常|腎臓の|形態学
HP:0000096	Glomerulosclerosis	糸球体硬化症	糸球体硬化症 OR 糸球体硬化	糸球体硬化症	糸球体硬化症	糸球体硬化
HP:0000097	Focal segmental glomerulosclerosis	巣状分節性糸球体硬化症	巣状分節性糸球体硬化症	糸球体硬化症	限局性糸球体硬化症	巣状分節性糸球体硬化症
HP:0000098	Tall stature	高身長	高い|身長		身長	高身長
HP:0000099	Glomerulonephritis	糸球体腎炎	糸球体腎炎	糸球体腎炎	糸球体腎炎	糸球体腎炎
HP:0000100	Nephrotic syndrome	ネフローゼ症候群	ネフローゼ症候群		ネフローゼ症候群	ネフローゼ症候群
HP:0000103	Polyuria	多尿	多尿	多尿	ポリ尿	多尿
HP:0000104	Renal agenesis	腎無発生	腎無形成		腎無形成	腎無発生
HP:0000105	Enlarged kidney	腎拡大	腎臓	腎臓肥大	腎臓の肥大	腎臓
HP:0000107	Renal cyst	腎嚢胞	腎嚢胞		腎嚢胞	腎嚢胞
HP:0000108	Renal corticomedullary cysts	腎皮質髄質嚢胞	腎臓 OR 腎性 OR 腎|皮髄|嚢胞		腎皮質髄嚢胞	腎臓の|嚢腫
HP:0000110	Renal dysplasia	腎異形成	腎異形成 OR 腎形成不全 OR 腎形成異常		腎異形成	腎異形成
HP:0000111	Renal juxtaglomerular cell hypertrophy/hyperplasia	腎傍糸球体細胞肥大/過形成	腎臓 OR 腎性 OR 腎|傍糸球体細胞|肥大|過形成		腎傍糸球体細胞肥大/過形成	腎臓の|傍糸球体細胞|肥厚|過形成
HP:0000112	Nephropathy	腎症	腎症 OR 腎障害		腎症	腎症
HP:0000113	Polycystic kidney dysplasia	多嚢胞性腎異形成	多発性嚢胞腎 OR 多嚢胞腎 OR 嚢胞腎|異形成 OR 形成異常 OR 異形成症	多発性嚢胞腎	多発性嚢胞腎異形成	多発性嚢胞腎|異形成
HP:0000114	Proximal tubulopathy	近位腎尿細管症	近位 OR 基部|細尿管症		近位尿細管症	近位の
HP:0000117	Renal phosphate wasting	腎性リン喪失	腎臓 OR 腎性 OR 腎|リン酸塩|消耗 OR 消耗性 OR 萎縮性 OR 喪失性		腎リン酸塩消耗	腎臓の|リン酸塩
HP:0000118	Phenotypic abnormality	NA	表現型 OR 表現形|異常 OR 異常性 OR 奇形		表現型の異常	表現型の|異常
HP:0000119	Abnormality of the genitourinary system	泌尿生殖器異常	異常 OR 異常性 OR 奇形|泌尿生殖器系 OR 尿生殖系 OR 尿生殖器系		泌尿生殖器系の異常	異常|尿路性器系
HP:0000121	Nephrocalcinosis	腎石灰化症	腎石灰化症	腎臓の石灰化	腎石灰化	腎石灰化症
HP:0000122	Unilateral renal agenesis	片側性腎無発生	一側性 OR 一側 OR 片側性 OR 片側|腎無形成		片側腎無形成	片側性の|腎無発生
HP:0000123	Nephritis	腎炎	腎炎		腎炎	腎炎
HP:0000124	Renal tubular dysfunction	腎尿細管機能障害	腎尿細管機能障害 OR 腎尿細管機能不全		腎尿細管機能障害	尿細管機能障害
HP:0000125	Pelvic kidney	骨盤腎	骨盤腎	骨盤腎	骨盤腎	骨盤腎
HP:0000126	Hydronephrosis	水腎症	水腎症	水腎症	水腎症	水腎症
HP:0000127	Renal salt wasting	腎性塩類喪失	腎臓 OR 腎性 OR 腎|塩 OR 塩類 OR 塩分 OR 塩分を加える|消耗 OR 消耗性 OR 萎縮性 OR 喪失性		腎臓の塩の無駄遣い	腎臓の|血清アラニンアミノトランスフェラーゼ
HP:0000128	Renal potassium wasting	腎性カリウム喪失	腎臓 OR 腎性 OR 腎|カリウム|消耗 OR 消耗性 OR 萎縮性 OR 喪失性		腎カリウムの浪費	腎臓の|カリウム
HP:0000130	Abnormality of the uterus	子宮異常	異常 OR 異常性 OR 奇形|子宮		子宮の異常	異常|子宮
HP:0000131	Uterine leiomyoma	子宮平滑筋腫	子宮筋腫 OR 子宮平滑筋腫 OR 子宮筋腫症		子宮平滑筋腫	平滑筋腫
HP:0000132	Menorrhagia	月経痛	月経過多		月経過多	過多月経
HP:0000133	Gonadal dysgenesis	性腺異発生	性器発育不全		性腺発育不全	性腺発生異常
HP:0000134	Female hypogonadism	女性性腺機能低下症 hypogonadism	雌性 OR メス OR 女 OR 女性型 OR 女性 OR 女子 OR 雌|性腺機能低下症		女性性腺機能低下症	雌性|性腺機能低下
HP:0000135	Hypogonadism	性腺機能低下症	性腺機能低下症		性腺機能低下症	性腺機能低下
HP:0000136	Bifid uterus	二分子宮	二分|子宮	子宮の二分	二分子宮	二分|子宮
HP:0000137	Abnormality of the ovary	卵巣異常	異常 OR 異常性 OR 奇形|卵巣		卵巣の異常	異常|卵巣
HP:0000138	Ovarian cyst	卵巣嚢胞	卵巣嚢胞		卵巣嚢胞	卵巣嚢胞
HP:0000139	Uterine prolapse	子宮脱	子宮脱		子宮脱	子宮脱
HP:0000140	Abnormality of the menstrual cycle	月経周期異常	異常 OR 異常性 OR 奇形|月経周期		月経周期の異常	異常|月経周期
HP:0000141	Amenorrhea	無月経	無月経	無月経	無月経	無月経
HP:0000142	Abnormal vagina morphology	膣異常	異常 OR 異常性|腟|形態学 OR 形態	膣の形態異常	異常な膣の形態	奇形の|腟|形態学
HP:0000143	Rectovaginal fistula	直腸膣瘻	直腸腟瘻	直腸膣瘻	直腸vagina	直腸腟瘻
HP:0000144	Decreased fertility	妊孕性減少	受胎能		生殖能力の低下	妊孕性
HP:0000145	Transverse vaginal septum	横断性膣中隔	横行 OR 横行性 OR 横径 OR 横断|腟中隔 OR 膣中隔	膣中隔	横セプタム	腟横中隔
HP:0000147	Polycystic ovaries	多嚢胞性卵巣	多嚢胞性卵巣 OR 多のう胞性卵巣 OR 多嚢胞卵巣		多嚢胞性卵巣	多嚢胞性卵巣
HP:0000148	Vaginal atresia	膣閉鎖	腟閉鎖 OR 膣閉鎖 OR 腟閉鎖症 OR 膣閉鎖症		膣閉鎖	腟閉鎖
HP:0000149	Ovarian gonadoblastoma	卵巣生殖腺芽細胞腫	卵巣 OR 子房|性腺芽腫		卵巣性腺芽細胞腫	卵巣|性腺芽腫
HP:0000150	Gonadoblastoma	性腺芽細胞腫	性腺芽腫		性腺芽腫	性腺芽腫
HP:0000151	Aplasia of the uterus	子宮無形成	形成不全 OR 無形成|子宮		子宮の形成不全	無形成|子宮
HP:0000152	Abnormality of head or neck	頭部と頸部の異常	異常 OR 異常性 OR 奇形|頭部 OR 頭|オッズ比|首 OR 頸部 OR 頚部		頭または首の異常	異常|頭|頚
HP:0000153	Abnormality of the mouth	口の異常	異常 OR 異常性 OR 奇形|口		口の異常	異常|口
HP:0000154	Wide mouth	幅広い口	広い OR 幅広い OR 広範 OR 広大 OR 全体にわたる|口		広口	口
HP:0000155	Oral ulcer	口腔潰瘍	口腔潰瘍		口腔潰瘍	口腔潰瘍
HP:0000157	Abnormality of the tongue	舌の異常	異常 OR 異常性 OR 奇形|舌		舌の異常	異常|舌
HP:0000158	Macroglossia	巨舌	巨舌		マクログロシア	巨大舌
HP:0000159	Abnormal lip morphology	口唇の異常	異常 OR 異常性|唇|形態学 OR 形態	口唇の形態異常	異常な唇の形態	奇形の|口唇|形態学
HP:0000160	Narrow mouth	狭い口	狭い OR 細い OR 狭小 OR 狭くする OR 制限|口		狭い口	口
HP:0000161	Median cleft lip	正中口唇裂	正中口唇裂	口唇裂	中央裂溝	中央の|口唇裂
HP:0000162	Glossoptosis	舌根沈下	舌根沈下		艶消し	舌下垂
HP:0000163	Abnormal oral cavity morphology	口腔の異常	異常 OR 異常性|口腔|形態学 OR 形態	形態	異常な口腔形態	奇形の|口腔|形態学
HP:0000164	Abnormality of the dentition	歯の異常	異常 OR 異常性 OR 奇形|歯列		歯列の異常	異常|歯列
HP:0000166	Severe periodontitis	重度の歯周炎	激しい OR 苛酷 OR 重症 OR 重篤 OR 重度 OR 重症型|歯周炎		重度の歯周炎	歯根膜炎
HP:0000168	Abnormality of the gingiva	歯肉の異常	異常 OR 異常性 OR 奇形|歯肉		歯肉の異常	異常|歯肉
HP:0000169	Gingival fibromatosis	歯肉線維腫症	歯肉線維腫症		歯肉線維腫症	歯肉線維腫症
HP:0000171	Microglossia	小舌	小舌症 OR 小舌		ミクログロシア	小舌症
HP:0000172	Abnormality of the uvula	口蓋垂の異常	異常 OR 異常性 OR 奇形|口蓋垂		口蓋垂の異常	異常|虫部垂
HP:0000174	Abnormal palate morphology	口蓋の異常	異常 OR 異常性|口蓋|形態学 OR 形態	口蓋の形態異常	異常な口蓋形態	奇形の|口蓋|形態学
HP:0000175	Cleft palate	口蓋裂	口蓋裂	口蓋裂	口蓋裂	口蓋破裂
HP:0000176	Submucous cleft hard palate	粘膜下硬口蓋裂	粘膜下|硬口蓋裂		粘膜下裂の硬口蓋	粘膜下|硬口蓋
HP:0000177	Abnormality of upper lip	上口唇の異常	異常 OR 異常性 OR 奇形|上唇		上唇の異常	異常|上唇
HP:0000178	Abnormality of lower lip	下口唇の異常	異常 OR 異常性 OR 奇形|下唇		下唇の異常	異常|したくちびる
HP:0000179	Thick lower lip vermilion	分厚い下口唇唇紅部	厚い OR 太い OR 濃い|下唇		厚い下唇朱	したくちびる
HP:0000180	Lobulated tongue	分葉舌	舌		 b舌	分葉舌
HP:0000182	Movement abnormality of the tongue	舌運動異常	移動 OR 運動 OR 動作|異常 OR 異常性 OR 奇形|舌		舌の動き異常	動作|異常|舌
